Customer_ID,Satisfaction_Score,Feedback_Comments,Likelihood_to_Recommend
820,6.0,Very satisfied,5
658,4.0,Very satisfied,5
489,4.0,Needs improvement,10
949,2.0,Excellent,6
443,10.0,Good service,8
99,2.0,Good service,5
182,4.0,Very satisfied,8
169,5.0,Needs improvement,5
233,4.0,Needs improvement,10
956,3.0,Very satisfied,6
93,2.0,Good service,8
629,4.0,Needs improvement,2
472,5.0,Good service,7
516,1.0,Needs improvement,3
85,1.0,Unsatisfactory,9
679,6.0,Needs improvement,10
519,5.0,Needs improvement,7
381,4.0,Unsatisfactory,3
407,1.0,Excellent,8
232,7.0,Good service,10
251,4.0,Very satisfied,2
85,3.0,Unsatisfactory,10
319,7.0,Good service,8
193,2.0,Excellent,7
635,10.0,Very satisfied,5
937,1.0,Excellent,4
601,4.0,Needs improvement,10
607,8.0,Unsatisfactory,10
887,6.0,Good service,1
300,9.0,Excellent,4
358,1.0,Good service,6
557,1.0,Good service,6
765,5.0,Very satisfied,2
453,6.0,Excellent,9
885,8.0,Good service,1
991,3.0,Needs improvement,4
563,6.0,Needs improvement,4
506,3.0,Unsatisfactory,2
65,8.0,Needs improvement,8
566,4.0,Needs improvement,2
952,5.684784805011113,Unsatisfactory,2
222,9.0,Unsatisfactory,2
466,10.0,Very satisfied,1
72,8.0,Very satisfied,5
888,6.0,Very satisfied,4
474,3.0,Good service,2
680,2.0,Good service,1
698,4.0,Needs improvement,1
655,4.0,Excellent,2
19,1.0,Good service,1
522,9.0,Unsatisfactory,9
984,10.0,Needs improvement,2
784,8.0,Good service,3
683,7.0,Needs improvement,9
415,6.0,Excellent,5
364,3.0,Very satisfied,8
528,4.0,Needs improvement,7
80,2.0,Very satisfied,6
796,7.0,Good service,2
190,2.0,Needs improvement,4
148,10.0,Unsatisfactory,9
675,1.0,Unsatisfactory,7
443,6.0,Good service,3
265,4.0,Excellent,6
872,8.0,Good service,8
650,1.0,Unsatisfactory,8
509,9.0,Good service,8
301,6.0,Unsatisfactory,8
466,2.0,Unsatisfactory,10
365,8.0,Excellent,6
399,5.0,Good service,10
493,5.0,Needs improvement,3
542,5.0,Unsatisfactory,9
816,7.0,Unsatisfactory,3
480,5.684784805011113,Needs improvement,4
168,10.0,Very satisfied,10
603,7.0,Good service,1
91,10.0,Good service,2
723,2.0,Unsatisfactory,6
842,8.0,Unsatisfactory,1
300,1.0,Very satisfied,9
174,2.0,Excellent,8
646,7.0,Very satisfied,2
373,4.0,Good service,2
24,10.0,Good service,8
201,10.0,Unsatisfactory,8
731,9.0,Unsatisfactory,1
7,9.0,Good service,5
6,3.0,Needs improvement,2
630,3.0,Very satisfied,1
161,9.0,Good service,3
597,10.0,Good service,3
878,8.0,Good service,10
248,1.0,Unsatisfactory,9
166,6.0,Needs improvement,10
428,7.0,Good service,1
145,8.0,Good service,2
511,2.0,Very satisfied,9
543,1.0,Good service,5
933,4.0,Needs improvement,9
509,1.0,Good service,6
907,2.0,Unsatisfactory,10
220,3.0,Good service,10
645,4.0,Good service,3
576,6.0,Excellent,8
76,8.0,Good service,9
643,9.0,Good service,2
824,4.0,Good service,9
319,1.0,Good service,4
873,5.0,Good service,8
38,5.0,Good service,5
566,9.0,Unsatisfactory,6
642,6.0,Unsatisfactory,4
730,5.0,Needs improvement,5
514,10.0,Good service,1
246,10.0,Needs improvement,3
140,5.0,Good service,4
808,8.0,Very satisfied,1
258,1.0,Good service,3
617,5.0,Good service,4
381,1.0,Very satisfied,9
848,7.0,Very satisfied,3
478,7.0,Good service,3
185,10.0,Good service,4
303,8.0,Good service,9
494,7.0,Very satisfied,9
756,9.0,Good service,1
164,8.0,Good service,8
644,8.0,Very satisfied,10
203,3.0,Good service,1
408,10.0,Very satisfied,2
210,4.0,Unsatisfactory,10
859,4.0,Good service,5
101,1.0,Good service,6
446,6.0,Very satisfied,2
898,2.0,Good service,10
783,9.0,Good service,5
971,1.0,Excellent,3
987,1.0,Unsatisfactory,7
561,10.0,Very satisfied,1
368,6.0,Needs improvement,5
239,1.0,Good service,3
727,3.0,Very satisfied,2
291,10.0,Unsatisfactory,3
372,2.0,Very satisfied,10
862,9.0,Good service,4
431,5.0,Needs improvement,2
280,6.0,Needs improvement,2
467,2.0,Excellent,3
316,8.0,Unsatisfactory,2
989,6.0,Unsatisfactory,6
77,8.0,Good service,2
816,8.0,Very satisfied,1
151,1.0,Unsatisfactory,8
396,7.0,Excellent,10
496,2.0,Good service,4
297,8.0,Excellent,2
669,2.0,Very satisfied,4
710,4.0,Good service,2
947,2.0,Very satisfied,5
896,7.0,Good service,7
407,5.0,Unsatisfactory,6
287,9.0,Good service,2
493,5.0,Excellent,4
917,8.0,Needs improvement,8
536,2.0,Good service,7
456,3.0,Unsatisfactory,7
492,6.0,Very satisfied,4
9,7.0,Unsatisfactory,1
918,10.0,Good service,7
132,8.0,Good service,6
77,3.0,Needs improvement,8
738,7.0,Excellent,5
131,8.0,Needs improvement,8
997,10.0,Needs improvement,10
888,6.0,Unsatisfactory,8
412,4.0,Good service,9
90,6.0,Unsatisfactory,1
498,9.0,Good service,3
629,3.0,Very satisfied,6
622,2.0,Good service,4
889,5.0,Good service,8
354,7.0,Good service,10
271,3.0,Good service,1
392,5.0,Very satisfied,5
432,4.0,Needs improvement,4
739,7.0,Needs improvement,1
472,2.0,Needs improvement,10
756,7.0,Good service,6
308,2.0,Unsatisfactory,10
508,3.0,Very satisfied,3
55,5.0,Needs improvement,5
37,7.0,Good service,6
900,6.0,Needs improvement,4
55,7.0,Good service,10
524,6.0,Unsatisfactory,10
915,1.0,Unsatisfactory,6
463,5.0,Unsatisfactory,7
697,1.0,Very satisfied,2
478,7.0,Good service,7
749,4.0,Excellent,7
805,5.0,Good service,2
716,1.0,Excellent,3
211,8.0,Good service,3
226,4.0,Excellent,1
7,3.0,Excellent,1
732,1.0,Needs improvement,10
823,4.0,Very satisfied,6
540,3.0,Good service,9
989,5.684784805011113,Excellent,9
805,9.0,Unsatisfactory,1
212,5.0,Very satisfied,7
189,9.0,Good service,6
75,1.0,Unsatisfactory,4
754,7.0,Needs improvement,3
114,7.0,Unsatisfactory,9
679,6.0,Unsatisfactory,10
618,4.0,Excellent,5
151,9.0,Very satisfied,8
436,3.0,Very satisfied,4
878,1.0,Very satisfied,4
84,2.0,Excellent,6
212,3.0,Good service,6
779,2.0,Very satisfied,3
834,6.0,Good service,2
781,7.0,Good service,9
461,5.0,Unsatisfactory,2
937,5.0,Unsatisfactory,9
177,7.0,Needs improvement,8
783,6.0,Very satisfied,10
312,8.0,Excellent,7
694,9.0,Good service,5
159,2.0,Needs improvement,3
701,2.0,Very satisfied,2
186,1.0,Very satisfied,8
471,7.0,Very satisfied,2
956,4.0,Needs improvement,8
309,9.0,Needs improvement,5
982,6.0,Very satisfied,9
246,7.0,Good service,4
829,7.0,Unsatisfactory,8
976,8.0,Very satisfied,7
384,4.0,Good service,8
42,3.0,Good service,5
285,3.0,Unsatisfactory,2
980,10.0,Good service,7
988,8.0,Excellent,3
923,3.0,Good service,10
300,8.0,Good service,10
989,2.0,Very satisfied,10
901,5.0,Needs improvement,10
436,5.0,Good service,2
369,7.0,Needs improvement,3
874,5.0,Good service,4
486,9.0,Good service,10
949,53.0,Unsatisfactory,7
436,9.0,Unsatisfactory,10
806,1.0,Very satisfied,1
428,3.0,Needs improvement,6
181,4.0,Needs improvement,6
883,6.0,Very satisfied,8
898,10.0,Good service,2
877,8.0,Good service,2
694,7.0,Good service,1
340,8.0,Unsatisfactory,3
491,6.0,Very satisfied,7
495,6.0,Very satisfied,8
973,6.0,Good service,7
730,3.0,Excellent,9
163,10.0,Unsatisfactory,8
558,4.0,Very satisfied,8
456,6.0,Good service,2
92,7.0,Good service,1
105,3.0,Needs improvement,6
719,4.0,Good service,7
439,6.0,Excellent,6
498,1.0,Good service,7
328,7.0,Needs improvement,8
651,1.0,Unsatisfactory,2
541,10.0,Unsatisfactory,1
509,9.0,Good service,10
251,5.684784805011113,Needs improvement,8
965,9.0,Good service,8
191,9.0,Good service,8
47,4.0,Unsatisfactory,10
879,2.0,Excellent,7
251,7.0,Unsatisfactory,2
775,4.0,Good service,4
885,5.0,Unsatisfactory,9
64,1.0,Very satisfied,8
850,10.0,Very satisfied,4
320,6.0,Needs improvement,8
860,7.0,Good service,10
780,3.0,Excellent,6
524,10.0,Good service,9
292,2.0,Good service,1
29,10.0,Needs improvement,6
651,7.0,Unsatisfactory,4
437,1.0,Good service,3
966,2.0,Good service,5
597,3.0,Unsatisfactory,10
586,4.0,Good service,8
763,5.0,Very satisfied,10
736,4.0,Needs improvement,6
47,10.0,Very satisfied,1
417,3.0,Excellent,6
593,1.0,Needs improvement,7
451,7.0,Excellent,6
633,10.0,Good service,3
555,6.0,Excellent,9
658,2.0,Very satisfied,10
74,2.0,Very satisfied,10
53,3.0,Very satisfied,4
233,8.0,Good service,5
807,8.0,Very satisfied,5
875,10.0,Needs improvement,3
200,10.0,Good service,2
674,10.0,Good service,8
549,10.0,Needs improvement,7
937,8.0,Very satisfied,5
97,7.0,Unsatisfactory,1
49,2.0,Needs improvement,10
896,1.0,Excellent,1
522,5.684784805011113,Good service,8
40,8.0,Excellent,4
914,1.0,Needs improvement,4
153,3.0,Excellent,9
106,1.0,Very satisfied,2
553,10.0,Unsatisfactory,5
676,9.0,Unsatisfactory,6
770,7.0,Very satisfied,6
211,8.0,Needs improvement,10
202,9.0,Unsatisfactory,3
433,3.0,Needs improvement,10
707,10.0,Very satisfied,6
565,2.0,Needs improvement,10
147,6.0,Very satisfied,10
499,5.0,Unsatisfactory,5
282,4.0,Very satisfied,8
310,6.0,Very satisfied,4
755,6.0,Good service,10
51,3.0,Needs improvement,10
495,2.0,Excellent,3
409,9.0,Very satisfied,6
626,8.0,Very satisfied,10
273,4.0,Good service,9
458,6.0,Unsatisfactory,8
120,3.0,Good service,10
701,8.0,Good service,8
46,3.0,Needs improvement,3
243,2.0,Good service,1
311,7.0,Good service,3
562,3.0,Good service,3
331,9.0,Unsatisfactory,6
11,3.0,Excellent,3
908,8.0,Unsatisfactory,2
424,2.0,Good service,9
48,9.0,Needs improvement,6
377,1.0,Very satisfied,5
568,3.0,Unsatisfactory,3
8,5.684784805011113,Needs improvement,7
984,7.0,Excellent,7
526,5.0,Good service,4
727,8.0,Unsatisfactory,10
370,2.0,Needs improvement,2
440,8.0,Good service,2
757,7.0,Needs improvement,8
566,5.0,Excellent,4
484,2.0,Excellent,7
273,10.0,Unsatisfactory,3
941,7.0,Very satisfied,9
901,10.0,Unsatisfactory,10
131,4.0,Needs improvement,9
521,4.0,Good service,7
724,8.0,Very satisfied,7
634,6.0,Very satisfied,1
114,9.0,Very satisfied,10
532,2.0,Unsatisfactory,8
499,5.0,Good service,2
339,6.0,Very satisfied,8
21,8.0,Good service,2
720,4.0,Good service,1
33,7.0,Very satisfied,8
133,7.0,Very satisfied,4
920,4.0,Very satisfied,10
703,1.0,Needs improvement,6
975,3.0,Very satisfied,10
26,2.0,Needs improvement,10
364,3.0,Very satisfied,1
601,5.0,Very satisfied,9
92,1.0,Good service,7
545,5.0,Very satisfied,5
238,2.0,Very satisfied,6
18,4.0,Good service,3
274,6.0,Good service,9
934,9.0,Unsatisfactory,2
289,10.0,Very satisfied,10
27,6.0,Unsatisfactory,1
817,10.0,Unsatisfactory,1
434,2.0,Unsatisfactory,10
911,8.0,Good service,2
108,5.0,Unsatisfactory,6
973,9.0,Very satisfied,6
948,10.0,Very satisfied,9
738,9.0,Very satisfied,10
324,4.0,Excellent,4
867,1.0,Good service,8
531,9.0,Excellent,4
735,9.0,Good service,3
793,8.0,Excellent,4
104,5.0,Excellent,1
844,5.0,Excellent,9
332,10.0,Good service,5
362,6.0,Unsatisfactory,7
921,1.0,Excellent,3
289,9.0,Good service,5
444,5.0,Good service,10
37,7.0,Unsatisfactory,4
348,8.0,Good service,7
892,5.0,Unsatisfactory,5
756,3.0,Very satisfied,2
43,6.0,Needs improvement,3
126,7.0,Very satisfied,8
9,4.0,Good service,3
526,9.0,Good service,7
131,4.0,Unsatisfactory,5
325,10.0,Very satisfied,7
184,2.0,Unsatisfactory,10
282,9.0,Unsatisfactory,9
895,4.0,Good service,7
53,4.0,Good service,6
553,10.0,Good service,1
850,1.0,Good service,4
870,2.0,Very satisfied,8
533,3.0,Needs improvement,1
377,7.0,Excellent,6
295,9.0,Very satisfied,2
208,5.0,Needs improvement,9
1000,4.0,Excellent,8
663,2.0,Unsatisfactory,9
477,7.0,Unsatisfactory,9
970,6.0,Unsatisfactory,2
954,7.0,Good service,2
69,8.0,Unsatisfactory,9
843,9.0,Excellent,2
925,10.0,Good service,4
830,5.0,Good service,2
437,5.0,Good service,1
301,4.0,Good service,10
27,3.0,Good service,7
628,7.0,Needs improvement,5
930,5.0,Needs improvement,3
654,7.0,Good service,8
553,2.0,Very satisfied,5
106,9.0,Unsatisfactory,1
586,9.0,Very satisfied,9
572,9.0,Very satisfied,5
810,5.0,Needs improvement,3
634,10.0,Good service,6
947,9.0,Very satisfied,8
715,1.0,Good service,2
11,2.0,Unsatisfactory,3
931,5.684784805011113,Needs improvement,7
659,5.0,Good service,2
216,5.0,Very satisfied,5
886,6.0,Needs improvement,9
321,8.0,Unsatisfactory,7
460,1.0,Needs improvement,3
957,10.0,Unsatisfactory,2
815,9.0,Needs improvement,10
526,4.0,Unsatisfactory,9
579,8.0,Unsatisfactory,9
692,5.0,Unsatisfactory,9
877,1.0,Excellent,10
754,9.0,Good service,3
160,8.0,Excellent,1
464,5.0,Needs improvement,9
998,4.0,Unsatisfactory,7
522,8.0,Very satisfied,2
636,9.0,Needs improvement,6
273,7.0,Unsatisfactory,9
241,4.0,Very satisfied,8
936,7.0,Needs improvement,6
964,6.0,Unsatisfactory,6
959,3.0,Good service,8
655,10.0,Good service,9
865,3.0,Needs improvement,8
167,1.0,Needs improvement,1
569,5.0,Very satisfied,2
650,8.0,Very satisfied,6
327,6.0,Very satisfied,8
865,8.0,Good service,4
529,7.0,Good service,4
844,2.0,Unsatisfactory,2
273,8.0,Needs improvement,10
879,4.0,Unsatisfactory,1
376,5.0,Very satisfied,10
912,8.0,Good service,9
375,5.0,Good service,7
334,5.0,Unsatisfactory,9
3,6.0,Unsatisfactory,2
243,7.0,Unsatisfactory,10
620,9.0,Very satisfied,5
51,7.0,Unsatisfactory,2
882,6.0,Needs improvement,10
350,10.0,Unsatisfactory,7
174,4.0,Needs improvement,9
116,10.0,Needs improvement,3
695,2.0,Very satisfied,1
361,9.0,Needs improvement,4
355,10.0,Good service,4
666,5.0,Very satisfied,6
759,5.0,Very satisfied,5
76,3.0,Excellent,5
927,3.0,Good service,9
756,1.0,Unsatisfactory,1
81,5.0,Excellent,8
229,3.0,Excellent,8
72,2.0,Unsatisfactory,8
403,9.0,Unsatisfactory,3
218,10.0,Good service,10
452,6.0,Very satisfied,8
911,3.0,Needs improvement,2
755,5.684784805011113,Good service,8
367,9.0,Very satisfied,8
826,9.0,Needs improvement,3
590,1.0,Needs improvement,4
670,2.0,Unsatisfactory,9
560,8.0,Needs improvement,9
312,1.0,Needs improvement,10
298,3.0,Good service,9
24,7.0,Good service,10
110,8.0,Excellent,6
52,5.0,Very satisfied,1
939,2.0,Good service,8
290,3.0,Needs improvement,9
444,9.0,Good service,8
467,10.0,Good service,1
259,7.0,Good service,6
324,1.0,Good service,9
651,3.0,Good service,9
909,9.0,Unsatisfactory,7
818,7.0,Needs improvement,7
338,2.0,Good service,4
787,6.0,Good service,7
556,9.0,Very satisfied,10
929,4.0,Excellent,5
422,10.0,Good service,10
259,2.0,Excellent,5
625,3.0,Good service,1
739,7.0,Unsatisfactory,2
65,4.0,Good service,9
163,7.0,Very satisfied,2
164,5.0,Very satisfied,10
678,8.0,Needs improvement,2
39,8.0,Good service,9
665,5.0,Good service,3
320,7.0,Unsatisfactory,2
360,6.0,Good service,7
269,5.684784805011113,Good service,9
324,9.0,Unsatisfactory,6
326,5.0,Good service,7
587,7.0,Unsatisfactory,3
257,1.0,Good service,3
200,5.684784805011113,Good service,8
438,3.0,Very satisfied,7
610,1.0,Excellent,5
104,6.0,Unsatisfactory,6
372,8.0,Excellent,9
905,3.0,Good service,3
164,1.0,Unsatisfactory,3
113,3.0,Good service,6
615,5.0,Good service,8
549,8.0,Unsatisfactory,5
106,9.0,Very satisfied,1
699,9.0,Good service,3
364,4.0,Good service,8
21,8.0,Unsatisfactory,4
660,5.0,Good service,9
998,3.0,Good service,6
129,5.0,Excellent,10
483,2.0,Good service,4
699,6.0,Good service,4
796,1.0,Needs improvement,10
199,6.0,Unsatisfactory,5
747,5.0,Very satisfied,7
952,9.0,Needs improvement,7
620,7.0,Very satisfied,10
521,6.0,Needs improvement,7
961,7.0,Good service,5
420,10.0,Good service,9
226,5.0,Good service,2
930,1.0,Excellent,8
209,9.0,Unsatisfactory,10
245,5.0,Excellent,8
288,4.0,Needs improvement,3
66,6.0,Very satisfied,5
868,5.0,Good service,8
153,1.0,Excellent,10
491,2.0,Needs improvement,9
435,4.0,Excellent,7
703,8.0,Very satisfied,4
218,5.0,Good service,4
429,7.0,Good service,3
502,2.0,Good service,8
666,8.0,Good service,6
789,5.0,Good service,10
594,4.0,Needs improvement,6
221,9.0,Good service,10
435,6.0,Very satisfied,10
280,4.0,Unsatisfactory,9
623,8.0,Good service,3
92,3.0,Needs improvement,4
524,10.0,Good service,3
139,2.0,Unsatisfactory,3
667,7.0,Needs improvement,1
23,4.0,Excellent,10
417,4.0,Needs improvement,6
976,10.0,Good service,9
732,9.0,Good service,5
348,2.0,Needs improvement,10
237,1.0,Needs improvement,2
765,7.0,Needs improvement,10
934,58.0,Good service,4
183,3.0,Needs improvement,6
508,2.0,Unsatisfactory,7
198,4.0,Needs improvement,7
682,2.0,Good service,4
123,2.0,Excellent,10
925,5.0,Good service,10
546,10.0,Very satisfied,5
381,5.0,Unsatisfactory,4
825,8.0,Good service,10
515,9.0,Unsatisfactory,6
6,2.0,Very satisfied,7
304,1.0,Very satisfied,2
614,3.0,Very satisfied,10
192,6.0,Good service,3
376,5.0,Very satisfied,8
525,8.0,Very satisfied,7
36,8.0,Unsatisfactory,1
975,2.0,Unsatisfactory,4
70,9.0,Unsatisfactory,5
289,4.0,Unsatisfactory,3
105,1.0,Good service,4
716,2.0,Unsatisfactory,10
313,6.0,Needs improvement,10
55,5.0,Good service,10
107,7.0,Unsatisfactory,7
653,9.0,Good service,8
737,6.0,Unsatisfactory,9
307,6.0,Good service,2
860,2.0,Very satisfied,4
821,7.0,Very satisfied,1
36,2.0,Very satisfied,3
133,7.0,Unsatisfactory,8
887,8.0,Excellent,7
25,1.0,Good service,8
849,9.0,Good service,6
37,8.0,Good service,5
19,9.0,Unsatisfactory,10
35,5.0,Good service,9
363,4.0,Excellent,5
418,1.0,Needs improvement,9
822,9.0,Unsatisfactory,4
430,4.0,Needs improvement,5
518,5.684784805011113,Needs improvement,1
467,4.0,Needs improvement,6
897,2.0,Unsatisfactory,3
199,4.0,Unsatisfactory,10
546,2.0,Needs improvement,2
568,8.0,Needs improvement,6
768,7.0,Excellent,1
211,10.0,Excellent,9
609,2.0,Needs improvement,5
794,2.0,Very satisfied,7
501,2.0,Very satisfied,10
241,1.0,Unsatisfactory,9
170,6.0,Very satisfied,9
859,6.0,Good service,7
294,1.0,Good service,4
922,1.0,Needs improvement,4
739,6.0,Needs improvement,7
315,6.0,Good service,8
127,4.0,Good service,7
468,3.0,Unsatisfactory,10
792,9.0,Excellent,4
367,6.0,Very satisfied,4
21,1.0,Very satisfied,8
316,3.0,Needs improvement,9
758,1.0,Unsatisfactory,7
90,3.0,Unsatisfactory,3
404,2.0,Unsatisfactory,10
518,5.0,Unsatisfactory,1
451,3.0,Good service,5
778,7.0,Very satisfied,6
908,8.0,Needs improvement,9
609,7.0,Unsatisfactory,5
150,2.0,Needs improvement,1
446,10.0,Excellent,4
957,10.0,Unsatisfactory,2
80,7.0,Unsatisfactory,4
17,10.0,Very satisfied,7
138,3.0,Very satisfied,9
652,7.0,Unsatisfactory,3
851,1.0,Very satisfied,3
508,2.0,Very satisfied,4
552,10.0,Excellent,7
919,1.0,Unsatisfactory,6
680,9.0,Good service,5
74,2.0,Unsatisfactory,4
74,2.0,Very satisfied,8
50,6.0,Good service,4
10,7.0,Needs improvement,3
103,2.0,Unsatisfactory,7
862,4.0,Very satisfied,2
388,3.0,Good service,4
385,5.0,Good service,8
299,9.0,Excellent,4
339,2.0,Needs improvement,10
389,5.0,Good service,7
990,8.0,Very satisfied,2
474,6.0,Needs improvement,5
616,4.0,Needs improvement,4
802,10.0,Unsatisfactory,9
962,8.0,Good service,7
792,3.0,Excellent,9
142,4.0,Good service,10
809,9.0,Good service,7
170,5.0,Good service,2
13,6.0,Needs improvement,2
669,2.0,Excellent,2
449,9.0,Unsatisfactory,5
174,8.0,Needs improvement,1
674,7.0,Very satisfied,7
959,9.0,Very satisfied,2
132,5.0,Needs improvement,4
540,5.0,Unsatisfactory,9
595,9.0,Unsatisfactory,8
897,5.684784805011113,Good service,10
932,9.0,Very satisfied,2
875,1.0,Good service,4
269,10.0,Excellent,4
251,10.0,Needs improvement,2
370,8.0,Good service,2
618,3.0,Good service,5
773,8.0,Very satisfied,4
865,5.0,Good service,8
526,2.0,Unsatisfactory,4
592,9.0,Excellent,8
888,4.0,Needs improvement,5
506,7.0,Very satisfied,1
672,8.0,Needs improvement,9
178,7.0,Unsatisfactory,8
667,6.0,Very satisfied,1
547,7.0,Unsatisfactory,3
259,4.0,Unsatisfactory,3
260,10.0,Good service,5
135,1.0,Needs improvement,7
461,5.684784805011113,Unsatisfactory,1
489,8.0,Needs improvement,1
643,10.0,Very satisfied,10
81,6.0,Very satisfied,6
367,5.0,Very satisfied,5
59,2.0,Unsatisfactory,3
74,10.0,Good service,3
239,5.0,Needs improvement,4
129,10.0,Unsatisfactory,10
412,3.0,Good service,2
315,2.0,Unsatisfactory,9
374,3.0,Good service,4
437,4.0,Good service,10
138,2.0,Good service,3
455,4.0,Excellent,10
615,54.0,Unsatisfactory,7
899,6.0,Very satisfied,9
903,5.0,Excellent,2
9,7.0,Unsatisfactory,6
232,7.0,Very satisfied,5
611,3.0,Very satisfied,1
730,9.0,Good service,7
965,7.0,Needs improvement,1
397,7.0,Needs improvement,10
749,2.0,Good service,9
734,10.0,Good service,4
680,3.0,Good service,8
882,3.0,Very satisfied,1
574,6.0,Needs improvement,5
318,4.0,Good service,3
999,4.0,Needs improvement,4
507,1.0,Excellent,4
522,6.0,Very satisfied,8
746,8.0,Very satisfied,10
87,8.0,Very satisfied,10
779,8.0,Good service,3
716,5.0,Unsatisfactory,1
318,10.0,Needs improvement,5
333,6.0,Good service,2
360,5.0,Good service,6
241,4.0,Good service,4
56,4.0,Good service,9
110,5.684784805011113,Needs improvement,7
49,4.0,Very satisfied,2
755,6.0,Unsatisfactory,7
16,6.0,Needs improvement,10
73,5.0,Good service,8
884,9.0,Needs improvement,3
202,8.0,Excellent,3
93,10.0,Very satisfied,2
649,6.0,Very satisfied,1
33,9.0,Good service,3
600,5.0,Needs improvement,10
419,10.0,Good service,7
203,4.0,Excellent,9
551,6.0,Needs improvement,9
626,4.0,Unsatisfactory,6
845,8.0,Good service,6
759,7.0,Unsatisfactory,5
855,5.0,Good service,2
921,10.0,Good service,7
882,6.0,Excellent,1
720,7.0,Very satisfied,6
312,2.0,Excellent,4
944,9.0,Good service,3
469,7.0,Excellent,1
394,8.0,Needs improvement,6
809,5.0,Unsatisfactory,7
872,3.0,Very satisfied,1
211,2.0,Good service,1
867,2.0,Unsatisfactory,7
571,3.0,Unsatisfactory,6
156,1.0,Very satisfied,7
634,1.0,Good service,8
632,7.0,Good service,8
809,10.0,Very satisfied,9
322,8.0,Good service,9
435,6.0,Unsatisfactory,7
574,7.0,Good service,9
670,1.0,Good service,6
40,1.0,Excellent,9
754,9.0,Very satisfied,2
40,5.0,Needs improvement,2
453,7.0,Unsatisfactory,6
870,6.0,Unsatisfactory,3
190,4.0,Unsatisfactory,2
746,1.0,Unsatisfactory,8
15,4.0,Very satisfied,7
124,10.0,Needs improvement,8
740,10.0,Unsatisfactory,6
899,8.0,Very satisfied,9
280,1.0,Very satisfied,9
937,2.0,Unsatisfactory,2
959,8.0,Unsatisfactory,10
48,2.0,Good service,5
189,10.0,Excellent,9
304,9.0,Unsatisfactory,3
559,3.0,Excellent,5
696,3.0,Excellent,8
105,6.0,Good service,2
369,3.0,Unsatisfactory,6
501,9.0,Needs improvement,4
460,8.0,Unsatisfactory,6
247,4.0,Unsatisfactory,3
264,6.0,Very satisfied,6
206,8.0,Good service,7
507,4.0,Good service,10
530,5.0,Unsatisfactory,3
364,7.0,Unsatisfactory,5
763,8.0,Good service,8
750,7.0,Needs improvement,2
340,8.0,Unsatisfactory,7
407,4.0,Good service,1
453,1.0,Very satisfied,7
833,6.0,Good service,1
877,5.684784805011113,Excellent,4
814,4.0,Unsatisfactory,4
578,2.0,Good service,5
848,1.0,Very satisfied,2
965,9.0,Needs improvement,6
150,2.0,Unsatisfactory,6
193,9.0,Needs improvement,8
908,6.0,Good service,10
147,6.0,Very satisfied,1
406,2.0,Excellent,4
183,6.0,Good service,2
106,3.0,Good service,8
236,7.0,Unsatisfactory,4
638,10.0,Excellent,8
958,4.0,Needs improvement,2
179,9.0,Needs improvement,4
432,5.0,Good service,9
401,10.0,Very satisfied,5
525,3.0,Very satisfied,6
743,1.0,Needs improvement,10
540,1.0,Very satisfied,9
891,4.0,Unsatisfactory,9
323,10.0,Very satisfied,7
261,10.0,Needs improvement,2
612,4.0,Needs improvement,7
700,9.0,Needs improvement,9
399,8.0,Good service,2
337,4.0,Unsatisfactory,7
300,6.0,Good service,7
119,7.0,Unsatisfactory,3
558,10.0,Needs improvement,6
413,8.0,Very satisfied,8
580,4.0,Needs improvement,10
384,1.0,Needs improvement,8
480,5.0,Unsatisfactory,3
305,1.0,Unsatisfactory,6
683,4.0,Very satisfied,2
870,7.0,Very satisfied,2
196,7.0,Good service,8
333,1.0,Excellent,10
20,9.0,Very satisfied,5
623,2.0,Needs improvement,5
658,5.0,Needs improvement,4
704,6.0,Needs improvement,10
433,1.0,Good service,4
883,2.0,Good service,8
426,7.0,Good service,3
229,6.0,Very satisfied,3
524,6.0,Very satisfied,8
217,6.0,Very satisfied,3
990,5.684784805011113,Needs improvement,2
591,10.0,Good service,5
375,9.0,Good service,3
36,9.0,Good service,6
776,2.0,Good service,7
28,5.684784805011113,Good service,3
372,5.0,Good service,9
86,10.0,Needs improvement,10
188,7.0,Very satisfied,1
305,3.0,Excellent,7
766,3.0,Very satisfied,4
422,4.0,Excellent,7
80,3.0,Unsatisfactory,9
186,3.0,Needs improvement,9
5,8.0,Excellent,1
558,7.0,Very satisfied,10
866,7.0,Very satisfied,4
497,10.0,Good service,7
509,5.684784805011113,Good service,10
614,9.0,Good service,6
971,6.0,Needs improvement,9
2,3.0,Very satisfied,7
217,9.0,Good service,3
537,9.0,Good service,7
257,6.0,Needs improvement,10
735,10.0,Excellent,5
453,6.0,Needs improvement,2
424,8.0,Good service,10
324,8.0,Good service,3
499,6.0,Unsatisfactory,6
581,7.0,Very satisfied,6
197,4.0,Excellent,7
504,1.0,Good service,6
272,4.0,Good service,9
694,8.0,Excellent,5
959,8.0,Excellent,5
18,2.0,Needs improvement,8
107,7.0,Very satisfied,8
529,1.0,Unsatisfactory,1
125,2.0,Good service,3
483,8.0,Good service,6
594,10.0,Very satisfied,6
4,4.0,Needs improvement,1
627,3.0,Unsatisfactory,2
351,2.0,Good service,10
351,6.0,Excellent,7
649,4.0,Very satisfied,1
799,3.0,Very satisfied,10
901,3.0,Needs improvement,5
228,10.0,Unsatisfactory,1
